id,image_id,caption
pub.1134258582,pub.1134258582-fig13,Displacement along y (m) for a masonry wall with openings (a) obtained by the scheme presented in Reference [3] and (b) obtained by the data-driven FE2�using NN presented in this article.
pub.1134258582,pub.1134258582-fig14,Max principal stress distribution (MPa) for a masonry wall with openings (a) obtained by the scheme presented in Reference [3] and (b) obtained by the data-driven FE2�using NN presented in this article.
pub.1134258582,pub.1134258582-fig15,Min principal stress distribution (MPa) for a masonry wall with openings (a) obtained by the scheme presented in Reference [3] and (b) obtained by the data-driven FE2�using NN presented in this article.
pub.1134258583,pub.1134258583-fig1,The relation of the visitor persona with the visit motivation and the perceived success criteria [Almeshari et al.�2019].
pub.1134258585,pub.1134258585-fig1,Map of the Timurid Empire at its greatest extent (source: Timur 2020).
pub.1134258585,pub.1134258585-fig2,"Silk Road during the Timurid dynasty from 13th century AD to 16th century AD (source: UNESCO,�2009)."
pub.1134258585,pub.1134258585-fig3,"The appearance of the Ulugh-Beg Madrasah fa�ade in Samarkand over the years (source: (a) and (b) from International, 2020; (c) own photo)."
pub.1134258585,pub.1134258585-fig4,"Appearance of Gur-Emir mausoleum in Samarkand (source: (a) from International, 2020, (b) own photo)."
pub.1134258585,pub.1134258585-fig5,Print screens from the portal 3D Digital Silk Road (source: own work; silkroad3D.com�2020).
pub.1134258585,pub.1134258585-fig6,Example of preliminary planning of positions and parameters of partial scans.
pub.1134258585,pub.1134258585-fig7,An obstacle not previously considered interferes with the scanning process. The problem is solved by changing the parameters and position of the scan (a) or by entering an additional position of the scan (b).
pub.1134258585,pub.1134258585-fig8,"Use of motion filtering to automatically eliminate images of moving characters: before purification (a), after purification (b)."
pub.1134258585,pub.1134258585-fig9,"Example of the process of manual removal of unwanted elements: visible remains of motion filtration (a), isolated points (b), view of cleaned area (c)."
pub.1134258585,pub.1134258585-fig10,"Picture after cleaning and removing unnecessary or erroneous elements (a) and (b), the resulting point cloud for all partial scans (c)."
pub.1134258585,pub.1134258585-fig11,Automatic procedure of matching partial scans based on GPS position and point clouds matching.
pub.1134258585,pub.1134258585-fig12,"Manual procedure of matching scans�indicating corresponding points and areas (Plane 1 � blue, Point 2 � red, Plane 3 � green)."
pub.1134258585,pub.1134258585-fig13,An image of a figure projected on the surface of a scanned object.
pub.1134258585,pub.1134258585-fig14,"Example of a procedure to remove coloring distortion in a point cloud: photos containing a �tourist� image (a), the photos listed as clean from the second set made by the scanner (b)."
pub.1134258585,pub.1134258585-fig15,"Example of a procedure to eliminate interference in object texture coloring: visualization of texture interference on the model (a), texture interference and fragment-substitute (b), stages of matching the substitute to the texture (c), and visualization of the object with corrected texture (d)."
pub.1134258585,pub.1134258585-fig16,3D grid creation dialogue based on the point cloud in Faro Scene. Parameters are intuitive even for non-experts.
pub.1134258585,pub.1134258585-fig17,"A fragment of stuccowork on the wall of the Amir Timur mausoleum. Parameters: (a) 37K triangles, 3.5 MB and (b) 1K triangles, 87 kB."
pub.1134258585,pub.1134258585-fig18,A view of a fragment of a 3D point cloud mapping the front of the Ulugh-Bega madrasah in the Registan Ensemble.
pub.1134258585,pub.1134258585-fig19,Base model generated from the point cloud.
pub.1134258585,pub.1134258585-fig20,"Visualization of the minimized mesh model, intended for dissemination on the Internet."
pub.1134258585,pub.1134258585-fig21,Visualization of the Ulugh-Beg madrasah model grid after reduction.
pub.1134258585,pub.1134258585-fig22,View of a fragment of a 3D point cloud mapping the interior of the Gur-Emir mausoleum.
pub.1134258585,pub.1134258585-fig23,"�Base model of the interior of Gur-Emir mausoleum, generated from a point cloud."
pub.1134258585,pub.1134258585-fig24,"Visualization of a minimized mesh model, intended for dissemination on the Internet."
pub.1134258585,pub.1134258585-fig25,Visualization of the Gur-Emir mausoleum interior model grid after segmentation and reduction.
pub.1134258585,pub.1134258585-fig26,View of a 3D point cloud fragment mapping the Khoja Ahmed Yasawi mausoleum in Turkestan.
pub.1134258585,pub.1134258585-fig27,Base model generated from the point cloud.
pub.1134258585,pub.1134258585-fig28,Visualization of the minimized mesh model for dissemination on the Internet from the MeshLab program.
pub.1134810463,pub.1134810463-fig1,"Example of the correspondence between syntactic arguments of the verb and participants of the event denoted by the verb (translation:�Duccio Galimberti was arrested in Torino on the 29th November 1944). This image has been created using the Simpatico project demo, available at�http://simpatico.fbk.eu/demo/."
pub.1134810463,pub.1134810463-fig2,The full text-to-knowledge pipeline described in this article.
pub.1134810463,pub.1134810463-fig3,A plot in two dimensions of the centroids representing semantic types (created with t-SNE).
pub.1134810463,pub.1134810463-fig4,"Injuring, arrest, and assassination of �Duccio� Galimberti, extrapolated from the event graph. Nodes in blue represent events, nodes in orange represent entities. Edges are labeled with semantic roles."
pub.1134810463,pub.1134810463-fig5,"Time-based egocentric network, depicting events happened in March 1944 (mentions thereof in the Memoirs corpus)."
pub.1134810463,pub.1134810463-fig6,Arrests and capture events from the graph (sample).
pub.1134810466,pub.1134810466-fig1,Working flowchart of the proposed method.
pub.1134810466,pub.1134810466-fig2,"The matching units construction: (b) initial fractured facets, (c) refined fractured facets, and (d) the matching units."
pub.1134810466,pub.1134810466-fig3,Construction of 2D descriptors: (a) Principal Components Analysis; (b) Projection and refinement; (c) Thinning and sequencing; (d) Douglas�Peucker algorithm; and (e) 2D Link-Chain Descriptor.
pub.1134810466,pub.1134810466-fig4,"The sliding match strategy: (a) the LCD descriptor�du�??,�dv??�and inverse�dv??, (b) sliding match procedures, and (c) the initial overlapping areas."
pub.1134810466,pub.1134810466-fig5,Rigid transformation.
pub.1134810466,pub.1134810466-fig6,Collision detection.
pub.1134810466,pub.1134810466-fig7,M?�for overlap restriction.
pub.1134810466,pub.1134810466-fig8,A loop-closure example.
pub.1134810466,pub.1134810466-fig9,The example of graph optimization strategy.
pub.1134810466,pub.1134810466-fig10,"The choice of�??: (a) the Tombstone; (b) Blue and white porcelain; (c) DoraEmbrasure. Blue lines represent the Truth-pair average probability, which is the average probability calculated with Equation (17) of the true matching unit pairs. Orange lines represent the Direct maximum rate, which is the proportion of the fracture surfaces whose most likely match is the true one. Gray lines represent the Fragment reassembly rate, which is the proportion of the fragments that have positive contributions for the final graph."
pub.1134810466,pub.1134810466-fig11,�The registration results of blue and white porcelain with�?=0.8�mm?=0.8�mm: (a) the simulated six fragments with random colors; (b) details of fragments reassembly result from different viewpoints.
pub.1134810466,pub.1134810466-fig12,"The registration results of Shakyamuni Nirvana sculpture (part) of cave158, Mogao Grottoes, Dunhuang, with�?=5�mm?=5�mm: (a) the simulated 22 fragments with random colors; (b) details of fragments reassembly result."
pub.1134810466,pub.1134810466-fig13,"The registration results of Left King sculpture (part) of cave159, Mogao Grottoes, Dunhuang, with�?=0.6�mm?=0.6�mm: (a) the simulated 34 fragments with random colors; (b) details of fragments reassembly result."
pub.1134810466,pub.1134810466-fig14,"The registration results of Left Monk sculpture (part) of cave159, Mogao Grottoes, Dunhuang, with�?=0.5�mm?=0.5�mm: (a) the simulated 39 fragments with random colors; (b) details of fragments reassembly result."
pub.1134810466,pub.1134810466-fig15,"The registration results of the brick with�?=0.01?=0.01, which has the same unit with model: (a) the six fragments with random colors; (b) details of fragments reassembly result."
pub.1134810466,pub.1134810466-fig16,"�The registration results of the Buddha Head with�?=0.009?0.11?=0.009?0.11, which has the same unit with model: (a) the 12 fragments with random colors; (b) details of fragments reassembly result."
pub.1134810466,pub.1134810466-fig17,"The registration results of Tombstone with�?=1.4?=1.4, which has the same unit with model: (a) the five fragments; (b) details of fragments reassembly result."
pub.1134810466,pub.1134810466-fig18,"The registration results of DoraEmbrasure with�?=1?=1, which has the same unit with model: (a) the simulated 12 fragments; (b) details of fragments reassembly result."
pub.1134810466,pub.1134810466-fig19,The graphical representation of the reassembly errors of the four datasets: (a) Blue and white porcelain with the average error and standard deviation of 0.000 and 0.39 cm; (b) Shakyamuni sculpture with the average error and standard deviation of 0.14 and 1.45 cm; (c) Left King (part) with the average error and standard deviation of ?0.008 and 0.20 cm; and (d) Left Monk (part) with the average error and standard deviation of ?0.014 and 0.24 cm.
pub.1134810466,pub.1134810466-fig20,�Wrong matches (line boxes) and true locations (dot boxes).
pub.1134810466,pub.1134810466-fig21,The robustness evaluation: (a) robustness to Noise. X-axis: standard deviation of Gaussian noise. Y-axis: matching degree calculated with the descriptors of the corresponding overlapping area. (b) Robustness to density. X-axis: point density decimation. Y-axis: matching degree calculated with the descriptors of the corresponding overlapping area.
pub.1134810466,pub.1134810466-fig22,The robustness to completeness: (a) 1 in 5 fragments of Tombstone loss; (b) reassembly result of Tombstone; (c) 4 in 22 fragments of Shakyamuni sculpture loss; (d) reassembly result of Shakyamuni sculpture; (e) 9 in 34 fragments of Left King (part) loss; (f) reassembly result of Left King (part).
pub.1134810466,pub.1134810466-fig23,�Inexcusable loss: (a) the unique fragment (green one) loss; (b) reassembly result of Left King (part) with the local error.
pub.1137312474,pub.1137312474-fig1,Typical blocks and buildings (in red boxes) in�Qingming Shanghe Tu�and�Gusu Fanhua Tu.
pub.1137312474,pub.1137312474-fig2,3D models and construction drawings of the typical buildings.
pub.1137312474,pub.1137312474-fig3,3D models of Suzhou (typical block sections) painted in�Qingming Shanghe Tu�and�Gusu Fanhua Tu.
pub.1137312474,pub.1137312474-fig4,Landscaping analysis of�Qingming Shanghe Tu�and�Gusu Fanhua Tu.
pub.1137312474,pub.1137312474-fig5,Building construction scenes in the paintings and 3D models representing building materials.
pub.1137312474,pub.1137312474-fig6,�Indoor temperature and relative humidity of the typical buildings simulated by using DesignBuilder.
pub.1137312474,pub.1137312474-fig7,Passive cooling strategies in�Gusu Fanhua Tu.
pub.1137312474,pub.1137312474-fig8,Population and density of the Suzhou area during the Ming and Qing Dynasties.
pub.1137312474,pub.1137312474-fig9,City development near Chang Men depicted by the paintings.
pub.1137440386,pub.1137440386-fig1,Model of user-centered game design by Rankin et�al. [43] (adapted from original).
pub.1137440386,pub.1137440386-fig2,"Description of the game's design process inspired by the model of User-Centered Game Design by Rankin et�al. (Figure�1). Two iterations of the model's three-stage cycle (conceptualization, prototyping, and usability playtesting) were performed in a process that was led by three workshops. The first workshop (Section�4.1) focused on obtaining insight into the group's preferences and associations around the topic of food that drove a first conceptualization phase and the development of a prototype (Section�4.2), which was evaluated during the second workshop (Section�4.3). This cycle was repeated to build a second prototype (Section�4.4) and a subsequent associated evaluation performed during the last workshop (Section�4.5)."
pub.1137440386,pub.1137440386-fig3,"The use of gamification elements during the workshops (in the image, the �food wheel�) helped to articulate the participation while preserving the core values of Participatory Design."
pub.1137440386,pub.1137440386-fig4,"Results of the questionnaire delivered to participants during Workshop #1. The categories �Collect Items,� �Communication,� and �Action� were the favorite choices."
pub.1137440386,pub.1137440386-fig5,First game prototype created between May�July 2018. The prototype implemented the features extracted from the input we collected in WS1.
pub.1137440386,pub.1137440386-fig6,"Opinion thermometers and dot-voting techniques for the three topics �learning,� �storytelling,� and �player motivation/fun factor.�"
pub.1137440386,pub.1137440386-fig7,�Two screen captures of the second game prototype created after Workshop #2. The introduction of the �Food Pyramid� was used to relate new game items to the topic at hand.
pub.1137440386,pub.1137440386-fig8,"The second game prototype allowed players to customize their avatar. In a final implementation, we extended this customization to the whole game scenario."
pub.1137440387,pub.1137440387-fig1,�Left: The summer solstice sunrise shining down the passage (courtesy Adam Stanford). Right: Plan of Bryn Celli Ddu.
pub.1137440387,pub.1137440387-fig2,The location of prehistoric archaeological features included in the Minecraft world.
pub.1137440387,pub.1137440387-fig5,Summary workflow for the creation of a cultural heritage experience in Minecraft Education Edition.
pub.1137440387,pub.1137440387-fig3,The WorldPainter contour model created after DTM import and addition of river features. Note colored blocks used to indicate locations for archaeological reconstruction.
pub.1137440387,pub.1137440387-fig4,"Screenshots of the reconstructions, clockwise from top left: airborne view over the cairn group; the entrance to Bryn Cell Ddu passage tomb; the rock art outcrop showing blocks used; the Neolithic house from Llanfaethlu."
pub.1137866147,pub.1137866147-fig1,"Schematic overview of the�SWD. For all 24 songs of�Winterreise, the dataset comprises raw data in different representations (versions) such as lyrics, scores, or audio recordings of different performances. For the different versions, we provide time-aligned annotations of measure positions, chords, and local and global keys, as well as structural parts"
pub.1137866147,pub.1137866147-fig2,"Possibilities of splitting the�SWD�into training, validation, and test sets for machine-learning experiments. (a) Splitting along the version axis. (b) Splitting along the song axis. (c) Splitting along both axes. From Schreiber et�al. [66]."
pub.1137866147,pub.1137866147-fig3,"Raw data in different modalities and several annotations for the first measures of song No. 14 �Der greise Kopf.� (a) Lyrics (text data). (b) Score (symbolic data). (c) Piano roll (MIDI data). (d) Waveform (audio data) of the performance HU33 with annotated measure positions. (e) Chord annotations (�extended� vocabulary) aligned to the audio. (f) Local key annotations. (g) Structure annotations. Please note that (a) through (e) refer to an excerpt, whereas (f) and (g) refer to the full song, including silence at the end (white boxes)."
pub.1137866147,pub.1137866147-fig4,"Web application for synchronous playback with highlighting of measures in the score, using the sheet music images with annotations of measure bounding boxes."
pub.1137866147,pub.1137866147-fig5,"Semi-automatic transfer of chord annotations for song No. 14 �Der greise Kopf� (see also Figure�3). The left-hand side represents the MIDI file with chord anntotations corresponding to the score (global key C minor). Using local MIDI-to-audio alignment with the measure annotations as anchor points (red dashed lines), we obtain detailed beat positions (dashed yellow lines) from the warping path (green line). With this alignment, we then transfer the chord annotations to the physical time axis of the audio recording and suitably transpose the chord labels to the performed key (B minor). DTW, dynamic time warping."
pub.1137866147,pub.1137866147-fig6,"Instance of the SyncPlayer interface for multimodal presentation, browsing, and retrieval of music data. The figure shows the main audio player (upper left) as well as plug-ins for visualizing lyrics (upper right), audio structure (middle left), piano-roll (middle right), and the waveform signal (bottom). From M�ller et�al. [45]."
pub.1137866147,pub.1137866147-fig7,Application of the�SWD�for analyzing local keys (a) and chords (b).
pub.1137866147,pub.1137866147-fig8,"Automated local key analysis for song No. 18 �Der st�rmische Morgen,� visualized in a double-scape or rhombus plot with major keys in the upper triangle and minor keys in the lower one [26]. This is a screenshot of a web application that allows for visualization of analyses and annotations with synchronous playback of the underlying audio version."
pub.1137866148,pub.1137866148-fig1,Web-based interactive inspection.�Our system allows users to explore annotated heterogeneous datasets coming from a variety of pipelines using a web platform capable to run on several devices. Top left: exploration of a multispectral acquisition of a painting on a large-scale display; top right: analysis of a fragmented statue with annotations in a desktop browser; bottom left: analysis of an annotated fresco on a mobile phone; bottom right: analysis and annotation of a bas-relief on a tablet.
pub.1137866148,pub.1137866148-fig2,"Architecture overview.�Off-line data preparation phases assemble different data representations into an image-based multi-layered dataset composed of shape and material layers coupled with per-scale annotation overlays and additional metadata. The dataset is made available on the net using a standard web server. A JavaScript/WebGL2 client loads data and interactively supports layer selection, interactive relighting and enhanced visualization, annotation display, and focus-and-context multiple-layer exploration using a lens metaphor."
pub.1137866148,pub.1137866148-fig4,"Image layer creation.�These are a set of image layers created by the shape and material modeling pipeline from MLICs. The shape information is conveyed with a normal map field (a). The parameter of the visible Ward model have been organized in a diffuse color (b), a specular color (c), and a surface roughness (d). Invisible spectrum has been sampled as well, both in the infra-red (IR) (e) and ultra-violet (UV) (f) signals (here the diffuse components are shown). Finally, false color images can be produced by the computed images; here we show both an image obtained by merging the visible and the UV components (g) and the UV fluorescence (h)."
pub.1137866148,pub.1137866148-fig3,"Multi-level Annotations.�Each annotation overlay is related to a mipmap level of the�Renderable model, making it possible to define scale-related levels of abstraction. Not all mipmap levels are required to have an annotation. At runtime, the zoom level selected for display activates the associated annotation. The image is displayed over the renderable layer, while the text dynamically updates a hypertext display widget."
pub.1137866148,pub.1137866148-fig5,"Simple annotations workflow with the advanced viewer.�Annotation authoring starts by selecting, through panning and zooming, the area of the model to annotate. That area is a variable-sized rectangle in image coordinates mapped to a fixed-sized rectangle in screen coordinates. It is annotated by creating a semitransparent image with the annotation. The image can be created by external editors or by an in-viewer editing toolbox. The individual annotated rectangles are uploaded to a database, and a server-side process rebuilds the full annotation pyramid by combining the individual rectangles at the correct scales."
pub.1137866148,pub.1137866148-fig6,User interfaces.�Left: simplified configuration. Right: advanced configuration.
pub.1137866148,pub.1137866148-fig7,BRDF slice.�Visualization of BRDF slice under the cursor.
pub.1137866148,pub.1137866148-fig8,"Illustrative lens.�Different uses of the interactive lens and the context+focus metaphor. Top: a crack visualization is more meaningful by adding, to the pure visible signal, an almost opaque lens showing an enhanced achromatic layer emphasizing shape variations. Bottom: areas of different materials are better understood by adding, to the visible signal, an interactive lens showing UV-induced fluorescence, which clearly differentiates the right-side from the left-side material."
pub.1137866148,pub.1137866148-fig9,"�Annotated 3D scan model.�Three different levels of annotation have been presented for a statue of an archer: (a) a hypothesis of the reconstruction of the missing archer's bow; (b) five archer's parts highlighted with contours and text annotation, i.e., the quiver, the armguard, the remaining part of the bow, the archer's glove, and a reinforcement part; and (c) motifs of the decorated glove and armguard."
pub.1137866148,pub.1137866148-fig10,"Annotated RTI model.�The area outside the lens shows the relighted and annotated version of a damaged fresco detail. The annotation refers to the regions where new materials, due to re-painting or plaster deposition, have been added. Inside the lens, a sharpened FCIR image makes the difference between pigments more evident."
pub.1137866148,pub.1137866148-fig11,"RTI model of a bas-relief.�We show a multi-layered visualization (b) of a relightable image computed by Polynomial Texture Mapping. The relighted image in the context has been overlaid in the focus with a lens displaying the fitted luminance signal. We also present, from top to bottom, the nine PTM coefficients organized by three RGB images (a); the first two images are the six coefficients of the polynomial that fits the monochromatic luminance of the model, while at the bottom we have the RGB chromaticity."
pub.1137866148,pub.1137866148-fig12,"Advanced interface, lens, and annotation of a RTI model of a bas-relief.�We present the inspection and annotation of a spatially varying surface behaviour. To highlight a particular object response we employ the combined use of the lens tool and the parameters in the advanced interface properly tuned to increase detail perception. In the sub-figures with the red outline, we show the PTM LRGB standard rendering without the lens (a) and with the lens that contains: (b) luminance coefficient unsharp masking plus chromaticity; (c) only luminance coefficient unsharp masking; (d) annotations of regions with different signals; (e) PTM normal maps. In the sub-figures with the green outline, we show a SV-BRDF layer with a lens that contains: (f) Photometric Stereo normals; (g) normal-based enhanced SV-BRDF rendering. Finally, in the image with the blue outline, we show the results of classic color unsharp masking applied to the relighted PTM image (h)."
pub.1137893224,pub.1137893224-fig1,Industrial spaces and factories in the city of Burgos.
pub.1137893224,pub.1137893224-fig2,Industrial profile of the city of Burgos.
pub.1137893224,pub.1137893224-fig3,Promotional poster and general views of the exhibition �Burgos. Industrial City.� Year 2014�2015.
pub.1137893224,pub.1137893224-fig4,"Website, App for mobile devices, interactive 3D model, and content showcases of the �Gonvarri 50th Anniversary� exhibition. Years 2017�2019."
pub.1137893224,pub.1137893224-fig5,Methodology used in the design and development of the educational experiences.
pub.1137893224,pub.1137893224-fig6,Promotional poster and different images of the rooms with technological experiences in the exhibition �A history of enterprises.�
pub.1137893224,pub.1137893224-fig7,Different sequences of experience based on storytelling in the exhibition �A history of enterprises.�
pub.1137893224,pub.1137893224-fig8,"Different perspectives on the result of the virtual reconstruction by means of 3D modelling of the old Gonvarri Industrial factory in Burgos, 1960s."
pub.1137893224,pub.1137893224-fig9,Sequences of the animation made on an artistic mural of an industrial space by means of video-mapping technique. Burgos Exhibition. Industrial City.
pub.1137893224,pub.1137893224-fig10,Re-creation of the old oven room of the Gala Ceramics factory behind a mirror of a modern bathroom by means of video mapping technique on objects.
pub.1137893224,pub.1137893224-fig11,3D printed pieces and video mapping on the scale model.
pub.1137893224,pub.1137893224-fig12,exhibition room about Gonvarri Industrial's old factory and detail of the Videogame.
pub.1137893224,pub.1137893224-fig13,Virtual reality room using visual experience stations integrated into mobile phones.
pub.1137893224,pub.1137893224-fig14,Virtual reality room with automotive components diorama.
pub.1137893224,pub.1137893224-fig15,Gonvarri Burgos virtual reality room and examples of virtual reality experience environments representing the factory 50 years ago and today.
pub.1137893224,pub.1137893224-fig16,Results of the analysis. Question: Did you know the importance of the industry in Burgos before the exhibition began?
pub.1137893224,pub.1137893224-fig17,Results of the analysis. Question: Does knowledge of the industrial trajectory identify with culture? Before and after visiting the exhibition.
pub.1137893224,pub.1137893224-fig18,Results of the analysis. Issue: The exhibition has been helpful to...
pub.1137893224,pub.1137893224-fig19,Results of the analysis. Question: In what way or by what method have you most clearly received the industrial history and heritage content of the exhibition?
pub.1137893224,pub.1137893224-fig20,Results of the analysis. Question: Which exhibition space did you like the most?
pub.1137893224,pub.1137893224-fig21,"Results of the analysis. Question: Of the technologies used to transmit content, which do you consider to be the most relevant?"
pub.1137893224,pub.1137893224-fig22,"Results of the analysis. Question: Of the technologies used to transmit content, if you had to choose only four, which one would you select?"
pub.1137893225,pub.1137893225-fig1,"Method of present literature review, adapted from Okoli [12]."
pub.1137893225,pub.1137893225-fig2,Year of publication of accepted studies (number of papers).
pub.1137893225,pub.1137893225-fig3,Types of participating bodies involved in linked data projects in the cultural heritage sector.
pub.1137893225,pub.1137893225-fig4,Collaboration in linked data projects in cultural heritage sector.
pub.1137893225,pub.1137893225-fig5,Motivational factors behind linked data projects in cultural heritage sector.
pub.1137893226,pub.1137893226-fig1,"The �Christian David Slave Dwelling� model created by MTSU Animation student, Ryan Barry, based on historical evidence and research."
pub.1137893226,pub.1137893226-fig2,Screenshot from the proof-of-concept video game level with virtual reconstruction of a slave dwelling and house modeled to match the current restoration (available at�https://www.mtsu.edu/hiddentown3D/exhibit.php).
pub.1137893226,pub.1137893226-fig3,"Screenshot of the menu in the proof of concept, which allows the user to teleport around town (available at�https://www.mtsu.edu/hiddentown3D/exhibit.php)."
pub.1137893226,pub.1137893226-fig4,Mockup of a slave dwelling as it would be seen on-site in AR.
pub.1137893226,pub.1137893226-fig5,Screenshot of new interpretive text displays as a placard in the proof-of-concept video game level (available at�https://www.mtsu.edu/hiddentown3D/exhibit.php).
pub.1137893227,pub.1137893227-fig1,A screenshot of the in-game UI for Endless Blitz. The shot shows the bomber's and the evacuation officer's perspectives. The screen is split in half where the physical divider is positioned.
pub.1137893227,pub.1137893227-fig2,"A screenshot of UM43 gameplay. Here, the player is asked to exchange a truth, a lie, or a rumour with another player."
pub.1137893227,pub.1137893227-fig3,Parallel timeline diagram illustrating our methodology.
pub.1137893233,pub.1137893233-fig1,Quantic Foundry's Gamer Motivation Model. �Quantic Foundry
pub.1137893233,pub.1137893233-fig5,A magazine article.
pub.1137893233,pub.1137893233-fig6,List of available missions.
pub.1137893233,pub.1137893233-fig7,A mission.
pub.1137893233,pub.1137893233-fig10,One of the magazine articles used in the evaluation.
pub.1137893233,pub.1137893233-fig11,The personal computer of the museum.
pub.1137893233,pub.1137893233-fig12,Example of a Quiz session used in the test.
pub.1137893233,pub.1137893233-fig8,Schema of the game base action and economy.
pub.1137893233,pub.1137893233-fig9,Web-based interface.
pub.1138470828,pub.1138470828-fig1,"The Long Room within the Old Library in Trinity College Dublin. Photograph by David Iliff. License: CC BY-SA 4.0, via Wikimedia Commons. (https://commons.wikimedia.org/wiki/File:Long_Room_Interior,_Trinity_College_Dublin,_Ireland_-_Diliff.jpg)."
pub.1138470828,pub.1138470828-fig2,Equipment used for the user study.
pub.1138470828,pub.1138470828-fig3,Participant responses to the appeal of the application measured across 5-point Likert scales.
pub.1138470828,pub.1138470828-fig4,"Participant responses to the level of interest, or usefulness, of the story measured across a 5-point Likert scale."
pub.1138470828,pub.1138470828-fig5,Participant responses to the ease of use.
pub.1138470830,pub.1138470830-fig1,Basic Labanotation symbols.
pub.1138470830,pub.1138470830-fig2,Setting of the user study in physical space. (Sketch made by the authors.)
pub.1138470830,pub.1138470830-fig3,"�Moving in the cube� user experience workflow, as designed by the authors."
pub.1138470830,pub.1138470830-fig4,Screenshots of the application �Moving in the cube.�
pub.1138470830,pub.1138470830-fig5,A professional dance teacher exploring �Moving in the cube� (picture taken by the authors).
pub.1138470830,pub.1138470830-fig6,Percentage of participants movement profile.
pub.1138470830,pub.1138470830-fig7,Percentage of participants familiarity with Kinect and gesture-based interaction.
pub.1138470830,pub.1138470830-fig8,Different participants exploring �Moving in the cube� (Picture taken by the authors during the evaluation.)
pub.1138470830,pub.1138470830-fig9,Improvement of user's understanding of the task over time. Time is represented by the different stages in theexperience.
pub.1138470830,pub.1138470830-fig10,Percentage of users that correspond positively in terms of recalling the symbols.
pub.1138470830,pub.1138470830-fig11,Percentage of participants that evidently move with ease at the different stages of the experience.
pub.1138470830,pub.1138470830-fig12,UEQ scale means compared with the UEQ Benchmark.
pub.1138470830,pub.1138470830-fig13,The UEQ scales mean and variance.
pub.1138470830,pub.1138470830-fig14,Mean values per item.
pub.1138470830,pub.1138470830-fig15,Forward and Backward direction symbols for the left limb and for both limbs.
pub.1138470830,pub.1138470830-fig16,Avatars used and their percentage of preference among participants.
pub.1138470830,pub.1138470830-fig17,"For the backwards directions, users need to step a bit out of their central position so that their wrist can be tracked."
pub.1138470833,pub.1138470833-fig1,Software architecture of the HeGO platform.
pub.1138470833,pub.1138470833-fig2,�Interfaces shown to the users (top) and to the administrators (bottom).
pub.1138470833,pub.1138470833-fig3,The totem (left) and details of the automatic target recognition (right).
pub.1138470833,pub.1138470833-fig4,The �experimentation field� in the historical center of the city of Atina.
pub.1138470833,pub.1138470833-fig5,"City of Atina, Church of Santa Maria Assunta and Palazzo Ducale. 3D processing (SFM). Checkpoints and station."
pub.1138470833,pub.1138470833-fig6,Totem location in the urban context.
pub.1138470833,pub.1138470833-fig7,The 3D models obtained with different numbers of shots.
pub.1138470833,pub.1138470833-fig8,Comparison of the processing carried out through SFM and laser scanning.
pub.1138470833,pub.1138470833-fig9,Graph of the metric error in relation to the distance from the totem.
pub.1138470833,pub.1138470833-fig10,"Comparison of the two-point clouds (laser scanning vs SFM). The colors show the deviations in terms of absolute distances, expressed in meters, between the cloud points (C2C)."
pub.1138470837,pub.1138470837-fig1,Scanning a passport stamp in the first version of�Twitto.
pub.1138470837,pub.1138470837-fig2,Assembling an Artcode stamp out of small building blocks.
pub.1138470837,pub.1138470837-fig3,"Artcode from Twitto posted next to a famous �Wanted� poster from WWII, relating to Tito's time as partisan leader fighting the Nazi occupation."
pub.1138470837,pub.1138470837-fig4,"Screenshot from the Twitto app. When an Artcode is scanned, the app opens a series of screens that present a �chapter� in Tito's life and prompt the player to create their own propaganda item�in this case, a manifesto. The last image is a manifesto created by one of the test players."
pub.1138470837,pub.1138470837-fig5,"A challenge from the Twitto app, together with the response from one of the participants."
pub.1138470837,pub.1138470837-fig6,"An Artcode representing a monument, placed at the back of a desk."
pub.1138470837,pub.1138470837-fig7,"Screenshot from Monuments, with info snippet about one of the monuments."
pub.1138470837,pub.1138470837-fig8,A poetic provocation from the Monuments app.
pub.1138470837,pub.1138470837-fig9,Question and answers from the Monuments app.
pub.1138470838,pub.1138470838-fig1,"Screenshots from the game under development �Brothers Rivals,� which will feature a story centered around the territory of Mine-Geopark of Sulcis-Iglesiente in Sardinia, Italy."
pub.1138470838,pub.1138470838-fig2,Structure of a Point-and-Click game.
pub.1138470838,pub.1138470838-fig3,Scene types in PAC-PAC. A 3D scene on the left and a 2D scene on the right.
pub.1138470838,pub.1138470838-fig4,The PAC-PAC authoring tool interface.
pub.1138470838,pub.1138470838-fig5,The Game and the Object menus in the editor top-bar.
pub.1138470838,pub.1138470838-fig6,"Defining the interactive area for a transition object. The user draws a polyline on the background media. When she defined the contour picking a sequence of points, she confirms the selection and closes the interaction area."
pub.1138470838,pub.1138470838-fig7,"A scene based on a 360-degrees video visualised in the main content area of the authoring environment interface. The icons represent, respectively, a transition and a switch."
pub.1138470838,pub.1138470838-fig8,The PAC-PAC rule editor containing three sample rules.
pub.1138470838,pub.1138470838-fig9,Handling dependencies in the rule editor.
pub.1138470838,pub.1138470838-fig10,�Pixel Shader for background and interactive object overlay. Starting from the background the shader sets the colour of each pixel combining a black and white mask and the overlaid video. It repeats the process for each interactive object in the scene taking as starting background the result from the previous iteration.
