,X,id,title,date,authors,affiliations,doi,journal
1479,1479,llc-1479,Diary,1990,NA,NA,https://doi.org/10.1093/llc/5.4.341,LLC
1480,1480,llc-1480,News and Notes,1990,NA,NA,https://doi.org/10.1093/llc/5.4.345,LLC
1481,1481,llc-1481,Documents Received,1990,NA,NA,https://doi.org/10.1093/llc/5.4.347,LLC
1482,1482,llc-1482,New Publications,1990,NA,NA,https://doi.org/10.1093/llc/5.4.348,LLC
1483,1483,llc-1483,Book Reviews,1990,S. Monsonego,"Monsonego, S.:(INaLF)",https://doi.org/10.1093/llc/5.4.349-a,LLC
1484,1484,llc-1484,Book Reviews,1990,William Jervis Jones,"Jones, William Jervis:Royal Holloway and Bedford New College University of London",https://doi.org/10.1093/llc/5.4.349-b,LLC
1485,1485,llc-1485,Book Reviews,1990,F. Gooding,"Gooding, F.:University of Wales  Bangor",https://doi.org/10.1093/llc/5.4.351-a,LLC
1486,1486,llc-1486,Book Reviews,1990,Veronique Huynh-Armanet,"Huynh-Armanet, Veronique:Professeur Dr Veronique Huynh-Armanet Responsable du Laboratoire d’AnalyseRelationnelle Informatique des Textes (A. R.I.T) Universite de Paris VIII (France)",https://doi.org/10.1093/llc/5.4.351-b,LLC
1487,1487,llc-1487,Notes on Contributors,1990,NA,NA,https://doi.org/10.1093/llc/5.4.353,LLC
1488,1488,llc-1488,Out-of-vocabulary rate reduction through dispersion-based lexicon acquisition,2000,AC Fang; M Huckvale,"Fang, AC:None;  Huckvale, M:None",https://doi.org/10.1093/llc/15.3.251,LLC
1489,1489,llc-1489,Dates and ChronStructs: dynamic chronology in the Orlando Project,2000,I Grundy; P Clements; S Brown; T Butler; R Cameron; G Coulombe; S Fisher; J Wood,"Grundy, I:None;  Clements, P:None;  Brown, S:None;  Butler, T:None;  Cameron, R:None;  Coulombe, G:None;  Fisher, S:None;  Wood, J:None",https://doi.org/10.1093/llc/15.3.265,LLC
1490,1490,llc-1490,A PC-PATR-Based syntactic description of modern Greek,2000,KLT Kermanidis; KN Sgarbas; ND Fakotakis; GK Kokkinakis,"Kermanidis, KLT:None;  Sgarbas, KN:None;  Fakotakis, ND:None;  Kokkinakis, GK:None",https://doi.org/10.1093/llc/15.3.291,LLC
1491,1491,llc-1491,A multi-level approach to the detection of second language learners errors,2000,M Levison; G Lessard; D Walker,"Levison, M:None;  Lessard, G:None;  Walker, D:None",https://doi.org/10.1093/llc/15.3.313,LLC
1492,1492,llc-1492,Measuring vocabulary diversity using dedicated software,2000,G McKee; D Malvern; B Richards,"McKee, G:None;  Malvern, D:None;  Richards, B:None",https://doi.org/10.1093/llc/15.3.323,LLC
1493,1493,llc-1493,Exploiting fuzzy tree fragment queries in the investigation of parsed corpora,2000,S Wallis; G Nelson,"Wallis, S:None;  Nelson, G:None",https://doi.org/10.1093/llc/15.3.339,LLC
1494,1494,llc-1494,Reports from colloquia at Tübingen,2000,W Ott,"Ott, W:Universität Tübingen, Zentrum für Datenvarebeitung, Wächterstraße 76, D-72074 Tübingen, Germany E-mail: ott@zdv.uni-tuebingen.de",https://doi.org/10.1093/llc/15.3.363,LLC
1495,1495,llc-1495,Processing Internet-derived Text—Creating a Corpus of Usenet Messages,2007,Sebastian Hoffmann,"Hoffmann, Sebastian:Department of Linguistics and English Language, Bowland College, Lancaster University",https://doi.org/10.1093/llc/fqm002,LLC
1496,1496,llc-1496,Books into Bytes: Jacob and Wilhelm Grimm's Deutsches Wörterbuch on CD-ROM and on the Internet,2001,Ruth Christmann,"Christmann, Ruth:University of Trier  Trier, Germany",https://doi.org/10.1093/llc/16.2.121,LLC
1497,1497,llc-1497,Kirrkirr: Software for Browsing and Visual Exploration of a Structured Warlpiri Dictionary,2001,Christopher D. Manning; Kevin Jansz; Nitin Indurkhya,"Manning, Christopher D.:Stanford University  Stanford, CA, USA;  Jansz, Kevin:University of Sydney  Sydney, NSW, Australia;  Indurkhya, Nitin:Nanyang Technological University  Singapore",https://doi.org/10.1093/llc/16.2.135,LLC
1498,1498,llc-1498,The Electronic Scottish National Dictionary (eSND): Work in Progress,2001,Susan Rennie,"Rennie, Susan:University of Dundee  UK",https://doi.org/10.1093/llc/16.2.153,LLC
1499,1499,llc-1499,The Miguel de Cervantes Digital Library: the Hispanic Voice on the Web,2001,Alejandro Bia; Andrés Pedreño,"Bia, Alejandro:University of Alicante  Alicante, Spain;  Pedreño, Andrés:University of Alicante  Alicante, Spain",https://doi.org/10.1093/llc/16.2.161,LLC
1500,1500,llc-1500,The FALMER Project: an Electronic Critical Edition,2001,Michel Bernard,"Bernard, Michel:Université de la Sorbonne-Nouvelle  Paris, France",https://doi.org/10.1093/llc/16.2.179,LLC
1501,1501,llc-1501,New Models for Electronic Publishing,2001,Ronald Tetreault,"Tetreault, Ronald:Dalhousie University  Halifax, N.S., Canada",https://doi.org/10.1093/llc/16.2.189,LLC
1502,1502,llc-1502,A Toolbox for the Electronic Classroom,2001,Peter Havholm; Larry Stewart,"Havholm, Peter:The College of Wooster  Wooster, OH, USA;  Stewart, Larry:The College of Wooster  Wooster, OH, USA",https://doi.org/10.1093/llc/16.2.199,LLC
1503,1503,llc-1503,Employing Thematic Variables for Enhancing Classification Accuracy Within Author Discrimination Experiments,2007,George Tambouratzis; Marina Vassiliou,"Tambouratzis, George:Institute for Language and Speech Processing, Greece;  Vassiliou, Marina:Institute for Language and Speech Processing, Greece",https://doi.org/10.1093/llc/fqm003,LLC
1504,1504,llc-1504,A Default Inheritance Hierarchy for Computing Hebrew Verb Morphology,2007,Raphael Finkel; Gregory Stump,"Finkel, Raphael:University of Kentucky, USA;  Stump, Gregory:University of Kentucky, USA",https://doi.org/10.1093/llc/fqm004,LLC
1505,1505,llc-1505,Qualitative Research for the Information Professional. A Practical Handbook. Second Edition. G. E. Gorman and Peter Clayton.,2007,Melissa Terras,"Terras, Melissa:School of Library, Archive and Information Studies, University College London, UK",https://doi.org/10.1093/llc/fqm005,LLC
1506,1506,llc-1506,How to Handle Small Samples: Bootstrap and Bayesian Methods in the Analysis of Linguistic Change,2007,Alexander Hinneburg; Heikki Mannila; Samuli Kaislaniemi; Terttu Nevalainen; Helena Raumolin-Brunberg,"Hinneburg, Alexander:Institute for Informatics, Martin-Luther University, Halle/Saal, Germany;  Mannila, Heikki:HIIT Basic Research Unit, University of Helsinki and Helsinki University of Technology, Finland;  Kaislaniemi, Samuli:Department of English, University of Helsinki, Finland;  Nevalainen, Terttu:Department of English, University of Helsinki, Finland;  Raumolin-Brunberg, Helena:Department of English, University of Helsinki, Finland",https://doi.org/10.1093/llc/fqm006,LLC
1507,1507,llc-1507,Trees and After: The Concept of Text Topology. Some Applications to Verb-Form Distributions in Language Corpora,2007,Xuan Luong; Michel Juillard; Sylvie Mellet; Dominique Longrée,"Luong, Xuan:Université de Nice-Sophia Antipolis, France;  Juillard, Michel:Université de Nice-Sophia Antipolis, France;  Mellet, Sylvie:Université de Nice-Sophia Antipolis, France;  Longrée, Dominique:Université de Liège, UMR 6039 Bases, Corpus et Langage, Belgium",https://doi.org/10.1093/llc/fqm008,LLC
1508,1508,llc-1508,Toward modeling the social edition: An approach to understanding the electronic scholarly edition in the context of new and emerging social media,2012,Ray Siemens; Meagan Timney; Cara Leitch; Corina Koolen; Alex Garnett,"Siemens, Ray:Electronic Textual Cultures Lab, University of Victoria;  Timney, Meagan:Blurb, Inc.;  Leitch, Cara:Department of English, University of Victoria;  Koolen, Corina:Centre for the Arts in Society, Leiden University;  Garnett, Alex:School of Library, Archival &amp; Information Studies, University of British Columbia;  , :None",https://doi.org/10.1093/llc/fqs013,LLC
1509,1509,llc-1509,Author discrimination between the Holy Quran and Prophet’s statements,2012,Halim Sayoud,"Sayoud, Halim:Department of Electronics and Informatics, USTHB University, Algiers, Algeria",https://doi.org/10.1093/llc/fqs014,LLC
1510,1510,llc-1510,"The Spatial Humanities: GIS and the future of humanities scholarship.D. J. Bodenhamer, J. Corrigan and T. M. Harris (eds).",2012,Stuart. E. Dunn,"Dunn, Stuart. E.:Centre for e-Research, King's College London, UK",https://doi.org/10.1093/llc/fqs016,LLC
1511,1511,llc-1511,Experiments in 17th century English: manual versus automatic conceptual history,2012,Stephen Pumfrey; Paul Rayson; John Mariani,"Pumfrey, Stephen:Lancaster University;  Rayson, Paul:Lancaster University;  Mariani, John:Lancaster University",https://doi.org/10.1093/llc/fqs017,LLC
1512,1512,llc-1512,Who wrote Bacon? Assessing the respective roles of Francis Bacon and his secretaries in the production of his English works,2012,Noel B. Reynolds; G. Bruce Schaalje; John L. Hilton,"Reynolds, Noel B.:Brigham Young University, Political Science;  Schaalje, G. Bruce:Brigham Young University, Statistics;  Hilton, John L.:Brigham Young University, Statistics",https://doi.org/10.1093/llc/fqs020,LLC
1513,1513,llc-1513,Goldsmith's contributions to the ‘Critical Review’: a supplement,2012,Peter Dixon; David Mannion,"Dixon, Peter:University of London, UK (formerly Queen Mary);  Mannion, David:University of London, UK (formerly Royal Holloway)",https://doi.org/10.1093/llc/fqs021,LLC
1514,1514,llc-1514,Logic of Analog and Digital Machines. Paolo Rocchi.,2012,John Bradley,"Bradley, John:Department of Digital Humanities, King’s College London, UK",https://doi.org/10.1093/llc/fqs022,LLC
1515,1515,llc-1515,Corpus Stylistics in Principles and Practice. A Stylistic Exploration of John Fowles’ The Magus. Yufang Ho.,2012,Martin Wynne,"Wynne, Martin:University of Oxford, UK",https://doi.org/10.1093/llc/fqs023,LLC
1516,1516,llc-1516,"Linguistic Modeling of Information and Markup Languages, Contributions to Language Technology. Andreas Witt and Dieter Metzing (eds).",2012,Piotr Bański,"Bański, Piotr:Institute of English Studies, University of Warsaw, Poland",https://doi.org/10.1093/llc/fqs025,LLC
1517,1517,llc-1517,Improving record matching in imprecise and uncertain datasets,2012,David Croft,"Croft, David:De Montfort University, UK",https://doi.org/10.1093/llc/fqs028,LLC
1518,1518,llc-1518,"Visual Interface Design for Digital Cultural Heritage. A Guide to Rich-Prospect Browsing. Stan Ruecker, Milena Radzikowska, and Stéfan Sinclair (eds).",2012,Jeremy Boggs,"Boggs, Jeremy:Digital Research and Scholarship, University of Virginia Library, USA",https://doi.org/10.1093/llc/fqs029,LLC
1519,1519,llc-1519,The secret life of scribes. Exploring fifteen manuscripts of Jacob van Maerlant’s Scolastica (1271),2012,Karina van Dalen-Oskam,"van Dalen-Oskam, Karina:Huygens Institute for the History of the Netherlands (Royal Netherlands Academy of Arts and Sciences), The Netherlands",https://doi.org/10.1093/llc/fqs034,LLC
1520,1520,llc-1520,"E-lexicography. The Internet, Digital Initiatives and Lexicography. Pedro A. Fuertes-Olivera, Henning Bergenholtz (eds).",2012,Hennie van der Vliet,"van der Vliet, Hennie:Computational Lexicology and Terminology Lab (CLTL), VU-University of Amsterdam, The Netherlands",https://doi.org/10.1093/llc/fqs039,LLC
1521,1521,llc-1521,Two tough nuts to crack: did Shakespeare write the ‘Shakespeare’ portions of Sir Thomas More and Edward III? Part II: Conclusion,2009,Ward E. Y. Elliott; Robert J. Valenza,"Elliott, Ward E. Y.:Claremont McKenna College, Claremont, California, USA;  Valenza, Robert J.:Claremont McKenna College, Claremont, California, USA",https://doi.org/10.1093/llc/fqp030,LLC
1522,1522,llc-1522,Syntactic Positions of Prepositional Phrases in the History of Chinese: Using the Developing Sheffield Corpus of Chinese for Diachronic Linguistic Studies,2007,Xiaoling Hu; Jamie McLaughlin; Nigel Williamson,"Hu, Xiaoling:University of Sheffield, UK;  McLaughlin, Jamie:University of Sheffield, UK;  Williamson, Nigel:Sheffield Hallam University, UK",https://doi.org/10.1093/llc/fqm017,LLC
1523,1523,llc-1523,Goldsmith's Contributions to the Weekly Magazine,2007,Peter Dixon; David Mannion,"Dixon, Peter:Queen Mary, University of London, UK;  Mannion, David:Royal Holloway, University of London, UK",https://doi.org/10.1093/llc/fqm019,LLC
1524,1524,llc-1524,CETA in the Context of the Coruña Corpus,2009,Begoña Crespo García; Isabel Moskowich-Spiegel Fandiño,"Crespo García, Begoña:Department de Filoloxía Inglesa, Universidade da Coruña, A Coruña, Spain;  Moskowich-Spiegel Fandiño, Isabel:Department de Filoloxía Inglesa, Universidade da Coruña, A Coruña, Spain",https://doi.org/10.1093/llc/fqp038,LLC
1525,1525,llc-1525,Constructing a roadmap to more systematic and successful online reading and vocabulary acquisition,2009,John Paul Loucky,"Loucky, John Paul:Seinan JoGakuin University, Fukuokaken, Japan",https://doi.org/10.1093/llc/fqp039,LLC
1526,1526,llc-1526,Authorship Determination Using Letter Pair Frequency Features with Neural Network Classifiers,1994,BRADLEY KJELL,"KJELL, BRADLEY:Central Connecticut State University  USA",https://doi.org/10.1093/llc/9.2.119,LLC
1527,1527,llc-1527,Automatic Analysis of the Canon in Middle Indo-Aryan by Personal Computer,1994,Y. OUSAKA; M. YAMAZAKI; M. MIYAO,"OUSAKA, Y.:Sendai National College of Technology, Sendai  Japan;  YAMAZAKI, M.:Sendai National College of Technology, Sendai  Japan;  MIYAO, M.:Sendai National College of Technology, Sendai  Japan",https://doi.org/10.1093/llc/9.2.125,LLC
1528,1528,llc-1528,Two-level Description of Turkish Morphology,1994,KEMAL OFLAZER,"OFLAZER, KEMAL:Bilkent University  Turkey",https://doi.org/10.1093/llc/9.2.137,LLC
1529,1529,llc-1529,New Dimensions in Vocabulary Studies: Review article of the Oxford English Dictionary (2nd edition) on CD-ROM,1994,ANDREAS H. JUCKER,"JUCKER, ANDREAS H.:Justus-Liebig-University Giessen  Germany",https://doi.org/10.1093/llc/9.2.149,LLC
1530,1530,llc-1530,Recent Research In France: a Report and Bibliography,1994,M. JUILLARD,"JUILLARD, M.:CNRS UPR 6861, Université NiceāSophia Antipolis  France",https://doi.org/10.1093/llc/9.2.155,LLC
1531,1531,llc-1531,Reports from Colloquia at Tübingen,1994,D. Kottke,"Kottke, D.:None",https://doi.org/10.1093/llc/9.2.167,LLC
1532,1532,llc-1532,Diary,1994,NA,NA,https://doi.org/10.1093/llc/9.2.181,LLC
1533,1533,llc-1533,News and Notes,1994,NA,NA,https://doi.org/10.1093/llc/9.2.182,LLC
1534,1534,llc-1534,Book Review,1994,ERIC VAN HERWIJNEN,"HERWIJNEN, ERIC VAN:SGML Tutorial. EBT",https://doi.org/10.1093/llc/9.2.186,LLC
1535,1535,llc-1535,Documents Received,1994,NA,NA,https://doi.org/10.1093/llc/9.2.188,LLC
1536,1536,llc-1536,Cases for Justus: Preparing a Case Database for a Hypertext Information Retrieval System,1990,E. WILSON,"WILSON, E.:University of Kent at Canterbury  UK",https://doi.org/10.1093/llc/5.2.119,LLC
1537,1537,llc-1537,Building a Lexicon from Machine-Readable Dictionaries for Improved Information Retrieval1,1990,J. TERRY NUTTER; EDWARD A. FOX; MARTHA W. EVENS,"NUTTER, J. TERRY:Virginia Polytechnic Institute and State University  Blacksburg, USA 24061-0106;  FOX, EDWARD A.:Virginia Polytechnic Institute and State University  Blacksburg, USA 24061-0106;  EVENS, MARTHA W.:Illinois Institute of Technology  Chicago, USA",https://doi.org/10.1093/llc/5.2.129,LLC
1538,1538,llc-1538,Developing CAI Material for Improving Reading Skills in Japanese,1990,H. NARA,"NARA, H.:University of Pittsburgh  USA",https://doi.org/10.1093/llc/5.2.139,LLC
1539,1539,llc-1539,Current Natural Language Computing in China,1990,LIU YONGQUAN,"YONGQUAN, LIU:Trier University, West Germany Institute of Linguistics  China",https://doi.org/10.1093/llc/5.2.145,LLC
1540,1540,llc-1540,The Interpretation of Natural Language Quantifiers: A System for Reasoning with Natural Language,1990,E. HOEKSTRA; M. KAS,"HOEKSTRA, E.:Rijksuniversiteit te Groningen  The Netherlands;  KAS, M.:Rijksuniversiteit te Groningen  The Netherlands",https://doi.org/10.1093/llc/5.2.151,LLC
1541,1541,llc-1541,Simulating Linguistic Networks with List Processing,1990,M. CUMMINGS,"CUMMINGS, M.:York University  Toronto, Canada",https://doi.org/10.1093/llc/5.2.161,LLC
1542,1542,llc-1542,A European Perspective for the PC Age,1990,H. SCHANZE,"SCHANZE, H.:University of Siegen, Federal Republic of Germany",https://doi.org/10.1093/llc/5.2.171,LLC
1543,1543,llc-1543,Modélisation d'énoncés définitoires à l'aide du logiciel Déredec et analyse de discours1,1990,JACQUELINE LÉON; FRANCINE MAZIÉRE,"LÉON, JACQUELINE:Laboratoire d'Informatique pour les Sciences de I'Homme, Equipe SLID  CNRS;  MAZIÉRE, FRANCINE:Département de Linguistique, Centre d'Etude du Lexique, Université Pans-Nord  URA 381, CNRS",https://doi.org/10.1093/llc/5.2.174,LLC
1544,1544,llc-1544,Processing of Documents and Queries in a Slovene Language Free Text Retrieval System,1990,MIRKO POPOVIČ; PETER WILLETT,"POPOVIČ, MIRKO:Department of Information Studies, University of Sheffield  UK;  WILLETT, PETER:Department of Information Studies, University of Sheffield  UK",https://doi.org/10.1093/llc/5.2.182,LLC
1545,1545,llc-1545,Interactive Audio for Foreign-Language Learning,1990,D. M. CHURCH,"CHURCH, D. M.:Vanderbilt University  USA",https://doi.org/10.1093/llc/5.2.191,LLC
1546,1546,llc-1546,Diary,1990,NA,NA,https://doi.org/10.1093/llc/5.2.195,LLC
1547,1547,llc-1547,New Publications,1990,NA,NA,https://doi.org/10.1093/llc/5.2.196,LLC
1548,1548,llc-1548,News and Notes,1990,NA,NA,https://doi.org/10.1093/llc/5.2.197,LLC
1549,1549,llc-1549,Documents Received,1990,NA,NA,https://doi.org/10.1093/llc/5.2.200,LLC
1550,1550,llc-1550,Announcement,1990,NA,NA,https://doi.org/10.1093/llc/5.2.201,LLC
1551,1551,llc-1551,Notes for Contributors,1990,NA,NA,https://doi.org/10.1093/llc/5.2.202,LLC
1552,1552,llc-1552,Experimental Poetic Practices in Spain,2002,Laura López  Fernández,"Fernández, Laura López :None",https://doi.org/10.1093/llc/17.2.133,LLC
1553,1553,llc-1553,Frequent Word Sequences and Statistical Stylistics,2002,David L. Hoover,"Hoover, David L.:None",https://doi.org/10.1093/llc/17.2.157,LLC
1554,1554,llc-1554,Linguistic Computing in the Shadow of Postmodernism,2002,Thomas Merriam,"Merriam, Thomas:None",https://doi.org/10.1093/llc/17.2.181,LLC
1555,1555,llc-1555,Genealogical Classification of Saddharmapundarika Manuscripts Based on Many‐Variable Analysis,2002,Yumi Ousaka; Moriichi Yamazaki,"Ousaka, Yumi:None;  Yamazaki, Moriichi:None",https://doi.org/10.1093/llc/17.2.193,LLC
1556,1556,llc-1556,Word Alignment in English–Chinese Parallel Corpora,2002,Scott Songlin Piao,"Piao, Scott Songlin:None",https://doi.org/10.1093/llc/17.2.207,LLC
1557,1557,llc-1557,Keyword Extraction from Ancient Greek Literary Texts,2002,Jeffrey A. Rydberg‐Cox,"Rydberg‐Cox, Jeffrey A.:None",https://doi.org/10.1093/llc/17.2.231,LLC
1558,1558,llc-1558,"The Czech National Corpus: Principles, Design, and Results",2002,Karel Kucera,"Kucera, Karel:None",https://doi.org/10.1093/llc/17.2.245,LLC
1559,1559,llc-1559,"Corpus Linguistics, second edition. Edinburgh Textbooks in Empirical Linguistics",2002,Fiona M. Douglas,"Douglas, Fiona M.:None",https://doi.org/10.1093/llc/17.2.259,LLC
1560,1560,llc-1560,The Hengwrt Chaucer. Digital Facsimile,2002,Herman Brinkman,"Brinkman, Herman:None",https://doi.org/10.1093/llc/17.2.261,LLC
1561,1561,llc-1561,Corpus Linguistics at Work (Studies in Corpus Linguistics.),2002,Vincent B. Y. Ooi,"Ooi, Vincent B. Y.:None",https://doi.org/10.1093/llc/17.2.263,LLC
1562,1562,llc-1562,Obituary: Antonio Zampolli 1937–2003,2004,Susan Hockey,"Hockey, Susan:None",https://doi.org/10.1093/llc/19.4.427,LLC
1563,1563,llc-1563,Morphological Analysis of the Qur'an,2004,Judith Dror; Dudu Shaharabani; Rafi Talmon; Shuly Wintner,"Dror, Judith:University of Haifa, Israel;  Shaharabani, Dudu:University of Haifa, Israel;  Talmon, Rafi:University of Haifa, Israel;  Wintner, Shuly:University of Haifa, Israel",https://doi.org/10.1093/llc/19.4.431,LLC
1564,1564,llc-1564,Testing Burrows's Delta,2004,David L. Hoover,"Hoover, David L.:New York University, USA",https://doi.org/10.1093/llc/19.4.453,LLC
1565,1565,llc-1565,Delta Prime?,2004,David L. Hoover,"Hoover, David L.:New York University, USA",https://doi.org/10.1093/llc/19.4.477,LLC
1566,1566,llc-1566,Sentence-length and Authorship Attribution: the Case of Oliver Goldsmith,2004,David Mannion; Peter Dixon,"Mannion, David:None;  Dixon, Peter:None",https://doi.org/10.1093/llc/19.4.497,LLC
1567,1567,llc-1567,Corpus Linguistics and South Asian Languages: Corpus Creation and Tool Development,2004,Paul Baker; Andrew Hardie; Tony McEnery; Richard Xiao; Kalina Bontcheva; Hamish Cunningham; Robert Gaizauskas; Oana Hamza; Diana Maynard; Valentin Tablan; Cristian Ursu; B. D. Jayaram; Mark Leisher,"Baker, Paul:None;  Hardie, Andrew:None;  McEnery, Tony:None;  Xiao, Richard:None;  Bontcheva, Kalina:None;  Cunningham, Hamish:None;  Gaizauskas, Robert:None;  Hamza, Oana:None;  Maynard, Diana:None;  Tablan, Valentin:None;  Ursu, Cristian:None;  Jayaram, B. D.:None;  Leisher, Mark:None",https://doi.org/10.1093/llc/19.4.509,LLC
1568,1568,llc-1568,Review: Metadata applications and management. International Yearbook of Library and Information Management (IYLIM) 2003–2004,2004,Maria Ines Cordeiro,"Cordeiro, Maria Ines:Art Library, Calouste Gulbenkian Foundation, Lisbon, Portugal",https://doi.org/10.1093/llc/19.4.525,LLC
1569,1569,llc-1569,Review: Attributing Authorship: An Introduction,2004,David Holmes,"Holmes, David:The College of New Jersey, USA",https://doi.org/10.1093/llc/19.4.528,LLC
1570,1570,llc-1570,Review: Digital Futures: Strategies for the Information Age,2004,Charles Oppenheim,"Oppenheim, Charles:Loughborough University, UK",https://doi.org/10.1093/llc/19.4.530,LLC
1571,1571,llc-1571,Review: Informatica per le scienze umanistiche (Informatics for the Humanistic Sciences),2004,Cinzia Pusceddu,"Pusceddu, Cinzia:University of Edinburgh, UK",https://doi.org/10.1093/llc/19.4.531,LLC
1572,1572,llc-1572,"Review: New Media and the Humanities: Research and Applications. Proceedings of the first seminar on computers, literature and philology, Edinburgh 7–9 September 1998",2004,Matthew Zimmerman,"Zimmerman, Matthew:Humanities Computing Group, New York University, USA",https://doi.org/10.1093/llc/19.4.534,LLC
1573,1573,llc-1573,Review: Building an Electronic Resource Collection: A Practical Guide,2004,Matthew Zimmerman,"Zimmerman, Matthew:Humanities Computing Group, New York University, USA",https://doi.org/10.1093/llc/19.4.537,LLC
1574,1574,llc-1574,Goldsmith and the ‘British Magazine’: A reconsideration,2009,Peter Dixon; David Mannion,"Dixon, Peter:Queen Mary and Westfield College, University of London, UK;  Mannion, David:Royal Holloway, University of London, UK",https://doi.org/10.1093/llc/fqp040,LLC
1575,1575,llc-1575,"Literate Technologies: Language, Cognition, Technicity.Louis Armand.",2009,Julianne Nyhan,"Nyhan, Julianne:Kompetenzzentrum für elektronische Erschließungs- und Publikationsverfahren in den Geisteswissenschaften, Universität Trier, Germany",https://doi.org/10.1093/llc/fqp042,LLC
1576,1576,llc-1576,A comparative study of machine learning methods for authorship attribution,2010,Matthew L. Jockers; Daniela M. Witten,"Jockers, Matthew L.:Department of English, Stanford University, Stanford, CA 94305, USA;  Witten, Daniela M.:Department of Statistics, Stanford University, Stanford, CA 94305, USA",https://doi.org/10.1093/llc/fqq001,LLC
1577,1577,llc-1577,Editorial,1999,M Deegan; S Lee,"Deegan, M:None;  Lee, S:None",https://doi.org/10.1093/llc/14.1.1,LLC
1578,1578,llc-1578,Introduction,1999,Anon,"Anon, :None",https://doi.org/10.1093/llc/14.1.3,LLC
1579,1579,llc-1579,"Picture a man...Busa Award Lecture, Debrecen, Hungary, 6 July 1998",1999,R Busa,"Busa, R:SJ, CAEL - Aloisianum, Via Gonzaga 8, 21013 Gallarate (Va), Italy",https://doi.org/10.1093/llc/14.1.5,LLC
1580,1580,llc-1580,Re-engineering a war-machine: ARTFL's Encyclopédie,1999,L Andreev; J Iverson; M Olsen,"Andreev, L:None;  Iverson, J:None;  Olsen, M:None",https://doi.org/10.1093/llc/14.1.11,LLC
1581,1581,llc-1581,Concurrent document hierarchies in MECS and SGML,1999,CM Sperberg-McQueen; C Huitfeldt,"Sperberg-McQueen, CM:None;  Huitfeldt, C:None",https://doi.org/10.1093/llc/14.1.29,LLC
1582,1582,llc-1582,"The sense of a link: hypermedia, hermeneutics, and the teaching of critical methodologies",1999,J Zuern,"Zuern, J:Department of English, 1733 Donaghho Road, University of Hawaii at Manoa, Honolulu, HI 96822, USA. E-mail: zuern@hawaii.edu",https://doi.org/10.1093/llc/14.1.43,LLC
1583,1583,llc-1583,From imagination to reality: using immersion technology in an African American literature course,1999,B Carter,"Carter, B:400 Grampian Drive, Columbia, MO 65203, USA. E-mail: engbryan@show.me.missouri.edu",https://doi.org/10.1093/llc/14.1.55,LLC
1584,1584,llc-1584,Language learning in a MOO: creating a transoceanic bilingual virtual community,1999,RP Donaldson; M Kötter,"Donaldson, RP:None;  Kötter, M:None",https://doi.org/10.1093/llc/14.1.67,LLC
1585,1585,llc-1585,Linguistic analysis of large corpora: approaches to computational linguistics in Hungary,1999,L Hunyadi,"Hunyadi, L:Department of General and Applied Linguistics, Lajos Kossuth University, H-4010 Debrecen, PO Box 24 Hungary. E-mail: hunyadi@llab2.arts.ktle.hu",https://doi.org/10.1093/llc/14.1.77,LLC
1586,1586,llc-1586,The magic carpet ride: reader involvement in romantic fiction,1999,LL Opas; F Tweedie,"Opas, LL:None;  Tweedie, F:None",https://doi.org/10.1093/llc/14.1.89,LLC
1587,1587,llc-1587,"Authorial attribution and computational stylistics: if you can tell authors apart, have you learned anything about them?",1999,H Craig,"Craig, H:Department of English, The University of Newcastle, Callaghan, NSW 2308, Australia. E-mail: eldhc@cc.newcastle.edu.au",https://doi.org/10.1093/llc/14.1.103,LLC
1588,1588,llc-1588,Seeing the text through the trees: visualization and interactivity in text applications,1999,G Rockwell; J Bradley; P Monger,"Rockwell, G:None;  Bradley, J:None;  Monger, P:None",https://doi.org/10.1093/llc/14.1.115,LLC
1589,1589,llc-1589,Academic digital library and contents in Japan,1999,J Adachi; S Hara; H Yasunaga; K Hasebe; H Ishizuka,"Adachi, J:None;  Hara, S:None;  Yasunaga, H:None;  Hasebe, K:None;  Ishizuka, H:None",https://doi.org/10.1093/llc/14.1.131,LLC
1590,1590,llc-1590,Language and gender in Congressional speech,2013,Bei Yu,"Yu, Bei:Syracuse University, USA",https://doi.org/10.1093/llc/fqs073,LLC
1591,1591,llc-1591,An accurate word sense disambiguation system based on weighted lexical features,2013,Abdoreza Rezapour; Seyed Mostafa Fakhrahmad; Mohammad Hadi Sadreddini; Mansoor Zolghadri Jahromi,"Rezapour, Abdoreza:Shiraz University, Iran;  Fakhrahmad, Seyed Mostafa:Shiraz University, Iran;  Sadreddini, Mohammad Hadi:Shiraz University, Iran;  Zolghadri Jahromi, Mansoor:Shiraz University, Iran",https://doi.org/10.1093/llc/fqs074,LLC
1592,1592,llc-1592,A corpus-based study of lexical periodization in historical Chinese,2010,Meng  Ji,"Ji, Meng :School of Law, Tohoku University, Japan",https://doi.org/10.1093/llc/fqq002,LLC
1593,1593,llc-1593,Holy smoke: vocalic precursors of phrase breaks in Milton’s Paradise Lost,2010,Claire Brierley; Eric Atwell,"Brierley, Claire:University of Bolton, UK, University of Leeds, UK;  Atwell, Eric:University of Leeds, UK",https://doi.org/10.1093/llc/fqq004,LLC
